UF,Idade,Sexo,Refeicao,protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class,caloria_total,nivel_caloria
CE,79,F,ALMOCO,23.7,62.5,14.6,7.9,30.6,457.0,medium,614.4,MEDIA
MS,25,F,LANCHE,36.9,89.3,25.2,10.4,5.3,730.0,high,773.6,ALTA
RJ,55,M,LANCHE,46.8,31.2,34.2,5.3,18.4,629.0,medium,704.0,ALTA
MS,25,M,LANCHE,36.7,58.4,1.8,8.0,30.9,369.0,low,536.2,MEDIA
PB,32,M,ALMOCO,35.7,75.0,33.0,8.5,22.7,750.0,high,847.6,ALTA
PB,36,O,LANCHE,27.1,36.2,27.5,16.2,5.8,569.0,medium,556.3,MEDIA
ES,58,M,CAFE DA MANHA,3.7,32.2,14.0,4.5,24.3,238.0,low,375.8,BAIXA
ES,45,F,ALMOCO,18.4,71.7,21.3,14.1,1.7,519.0,medium,587.1,MEDIA
MS,72,F,LANCHE,26.8,69.3,0.0,8.0,27.1,357.0,low,508.8,MEDIA
AC,36,M,LANCHE,19.0,38.6,21.7,9.6,16.7,416.0,medium,511.7,MEDIA
RJ,56,O,JANTAR,27.3,117.5,30.4,2.5,18.8,833.0,high,933.0,ALTA
PE,66,F,ALMOCO,25.6,33.1,30.3,14.7,0.0,469.0,medium,536.9,MEDIA
GO,79,M,JANTAR,37.1,76.2,27.4,15.5,7.6,670.0,medium,761.2,ALTA
MT,33,M,ALMOCO,53.7,49.8,13.8,5.2,29.1,579.0,medium,665.0,MEDIA
GO,64,M,LANCHE,17.8,10.0,26.2,1.7,11.8,309.0,low,397.6,BAIXA
PI,23,M,JANTAR,39.5,89.4,20.5,9.3,21.5,690.0,medium,804.7,ALTA
RS,52,M,LANCHE,24.2,43.1,11.8,7.7,14.1,399.0,low,447.2,MEDIA
AP,44,F,JANTAR,19.2,73.9,32.2,8.2,16.6,642.0,medium,745.0,ALTA
MS,78,M,JANTAR,33.3,35.6,45.1,13.5,12.8,686.0,medium,759.7,ALTA
AC,66,M,ALMOCO,18.4,21.3,18.3,10.8,21.2,320.0,low,429.9,MEDIA
MG,76,M,JANTAR,19.4,37.5,20.6,13.8,14.0,381.0,low,496.6,MEDIA
DF,71,M,JANTAR,18.7,15.9,17.8,6.6,18.8,280.0,low,387.0,BAIXA
MA,43,O,ALMOCO,38.3,23.5,39.5,5.5,2.7,559.0,medium,624.5,MEDIA
MG,64,M,CAFE DA MANHA,35.4,20.0,21.9,12.4,11.1,442.0,medium,487.9,MEDIA
GO,19,M,ALMOCO,32.6,32.3,27.2,3.6,20.0,509.0,medium,591.6,MEDIA
MT,53,F,JANTAR,20.6,55.9,10.2,11.9,29.6,407.0,medium,540.0,MEDIA
RS,20,O,JANTAR,27.2,68.9,12.2,13.2,4.6,430.0,medium,539.0,MEDIA
RO,63,F,JANTAR,24.7,71.5,18.3,6.2,7.9,566.0,medium,593.5,MEDIA
AC,78,F,ALMOCO,39.4,50.0,8.5,4.0,20.8,405.0,medium,525.3,MEDIA
MT,60,O,CAFE DA MANHA,31.5,63.2,18.4,5.1,14.3,515.0,medium,611.8,MEDIA
RR,70,F,ALMOCO,26.3,69.5,23.0,16.2,0.0,551.0,medium,622.6,MEDIA
PB,32,O,ALMOCO,35.3,20.3,13.9,9.1,20.4,390.0,low,447.3,MEDIA
CE,80,M,CAFE DA MANHA,48.4,61.8,20.9,9.6,14.3,649.0,medium,705.3,ALTA
PE,52,F,CAFE DA MANHA,27.7,54.7,25.4,2.7,28.1,509.0,medium,676.0,MEDIA
AM,60,F,CAFE DA MANHA,20.5,83.1,26.0,11.2,4.2,682.0,medium,687.6,MEDIA
AC,66,O,CAFE DA MANHA,33.9,64.5,19.4,4.9,7.8,588.0,medium,609.2,MEDIA
PI,58,F,LANCHE,30.1,39.9,7.9,9.8,1.0,327.0,low,374.7,BAIXA
PA,37,F,ALMOCO,27.7,71.2,30.3,9.4,23.1,689.0,medium,779.5,ALTA
RS,56,M,ALMOCO,27.0,54.3,13.1,13.1,24.2,472.0,medium,566.1,MEDIA
MA,59,F,LANCHE,20.4,55.4,26.2,12.8,26.3,545.0,medium,669.8,MEDIA
SC,72,M,JANTAR,16.4,80.8,17.0,2.1,20.0,552.0,medium,626.0,MEDIA
MS,48,F,LANCHE,25.4,37.4,29.5,4.2,24.0,513.0,medium,621.1,MEDIA
RN,49,F,LANCHE,9.9,32.4,20.5,11.9,31.4,304.0,low,503.1,MEDIA
AP,49,M,LANCHE,13.2,55.3,21.4,4.8,9.8,494.0,medium,515.4,MEDIA
AP,25,M,LANCHE,26.7,24.6,31.7,5.6,11.8,523.0,medium,548.9,MEDIA
RO,23,M,LANCHE,20.4,8.8,12.4,17.1,7.1,232.0,low,291.0,BAIXA
RR,19,F,ALMOCO,20.2,14.9,26.6,5.5,19.5,380.0,low,468.8,MEDIA
SE,59,F,LANCHE,23.4,85.7,25.2,11.7,13.0,649.0,medium,738.6,ALTA
GO,44,F,ALMOCO,19.6,84.6,18.0,6.5,1.5,583.0,medium,597.8,MEDIA
AC,72,M,ALMOCO,25.8,25.0,20.0,11.3,32.0,341.0,low,533.8,MEDIA
TO,62,F,ALMOCO,18.4,65.1,4.9,0.0,23.2,349.0,low,470.9,MEDIA
PE,26,F,ALMOCO,10.0,23.8,30.7,9.6,7.0,413.0,medium,458.7,MEDIA
DF,24,M,ALMOCO,29.3,48.8,33.7,2.8,22.6,585.0,medium,711.7,ALTA
RS,41,M,LANCHE,43.3,52.4,24.4,10.0,5.6,618.0,medium,644.8,MEDIA
SP,76,F,ALMOCO,24.8,70.5,30.4,6.9,9.6,657.0,medium,707.0,ALTA
ES,21,M,CAFE DA MANHA,21.7,75.3,13.4,2.1,14.6,564.0,medium,571.2,MEDIA
RS,29,M,ALMOCO,20.2,53.9,14.0,4.7,18.6,468.0,medium,506.2,MEDIA
RO,19,M,ALMOCO,15.4,49.1,19.1,15.4,2.7,414.0,medium,471.5,MEDIA
PA,44,M,LANCHE,25.7,18.6,19.1,8.1,31.2,379.0,low,490.1,MEDIA
PI,80,M,ALMOCO,35.7,69.0,31.8,5.9,0.0,708.0,high,716.8,ALTA
ES,61,M,CAFE DA MANHA,5.5,58.3,22.5,2.1,14.3,512.0,medium,519.1,MEDIA
SE,49,F,CAFE DA MANHA,30.7,52.1,17.5,11.7,18.6,496.0,medium,586.5,MEDIA
TO,27,F,ALMOCO,4.1,18.7,17.2,0.0,17.6,192.0,low,316.4,BAIXA
TO,40,M,CAFE DA MANHA,24.1,77.4,22.3,6.2,24.2,633.0,medium,715.9,ALTA
RN,51,F,ALMOCO,31.3,91.4,21.2,8.8,15.4,686.0,medium,760.8,ALTA
AL,35,F,LANCHE,17.0,72.2,3.9,1.1,25.1,366.0,low,494.5,MEDIA
MA,62,M,JANTAR,28.5,45.4,8.2,0.0,25.3,365.0,low,470.6,MEDIA
MG,79,M,LANCHE,33.5,62.3,27.5,4.7,2.3,649.0,medium,649.3,MEDIA
SE,30,M,CAFE DA MANHA,11.1,52.4,14.4,7.0,13.2,392.0,low,450.4,MEDIA
PB,33,F,ALMOCO,16.8,42.3,12.9,7.8,6.9,358.0,low,395.7,BAIXA
PB,25,F,LANCHE,22.8,51.8,18.4,6.6,18.5,496.0,medium,551.2,MEDIA
AM,63,M,ALMOCO,7.2,68.0,29.1,8.1,19.2,529.0,medium,655.7,MEDIA
RO,47,F,JANTAR,41.8,25.8,2.3,4.8,21.7,239.0,low,387.5,BAIXA
MA,35,O,ALMOCO,43.6,21.1,27.0,7.2,8.7,498.0,medium,551.0,MEDIA
AP,31,M,CAFE DA MANHA,25.3,45.0,16.8,1.5,4.6,392.0,low,453.8,MEDIA
TO,22,F,CAFE DA MANHA,34.2,48.5,13.8,0.0,12.0,429.0,medium,503.0,MEDIA
CE,47,F,JANTAR,21.8,80.8,5.1,2.4,10.4,454.0,medium,502.7,MEDIA
AC,61,F,JANTAR,26.7,50.9,19.1,7.0,20.1,447.0,medium,576.7,MEDIA
AP,32,F,JANTAR,12.3,21.6,14.4,12.0,6.5,266.0,low,315.2,BAIXA
MG,18,F,ALMOCO,27.3,41.0,13.8,4.1,13.2,415.0,medium,458.4,MEDIA
AP,47,M,LANCHE,31.6,51.0,12.6,3.8,1.7,474.0,medium,458.2,MEDIA
RR,60,M,CAFE DA MANHA,24.3,62.9,26.7,4.1,25.8,618.0,medium,700.5,ALTA
PA,39,F,ALMOCO,27.4,58.6,4.0,5.2,18.0,375.0,low,462.4,MEDIA
GO,33,M,LANCHE,29.7,17.7,24.9,4.0,15.1,381.0,low,482.1,MEDIA
AC,27,O,JANTAR,20.3,38.0,9.3,9.5,2.2,288.0,low,344.7,BAIXA
MG,65,M,ALMOCO,0.6,42.3,22.8,8.5,11.6,426.0,medium,440.2,MEDIA
BA,72,F,ALMOCO,14.8,15.1,19.4,9.6,20.1,327.0,low,393.8,BAIXA
TO,66,F,CAFE DA MANHA,19.1,45.1,30.2,10.4,1.3,494.0,medium,554.6,MEDIA
ES,50,M,ALMOCO,2.8,45.1,36.9,10.8,15.3,496.0,medium,606.5,MEDIA
MG,63,F,CAFE DA MANHA,36.8,21.8,25.7,8.1,8.2,488.0,medium,514.7,MEDIA
AC,43,M,JANTAR,32.6,64.7,31.0,0.0,18.1,656.0,medium,740.6,ALTA
AM,19,F,CAFE DA MANHA,42.8,34.9,21.2,8.9,26.3,522.0,medium,624.6,MEDIA
CE,41,F,LANCHE,32.4,66.4,18.2,3.8,20.5,545.0,medium,648.6,MEDIA
AL,62,F,ALMOCO,15.1,48.8,16.3,9.5,26.9,408.0,medium,528.9,MEDIA
RN,58,F,ALMOCO,17.8,25.9,25.7,0.0,17.1,372.0,low,474.5,MEDIA
SE,80,O,ALMOCO,6.7,57.3,17.9,5.5,22.0,384.0,low,516.1,MEDIA
TO,80,F,ALMOCO,27.3,42.0,20.4,5.6,2.0,468.0,medium,480.0,MEDIA
ES,33,M,ALMOCO,21.8,64.6,5.3,11.1,30.6,392.0,low,537.9,MEDIA
RO,18,F,LANCHE,27.1,51.7,29.4,14.4,0.0,551.0,medium,608.6,MEDIA
PA,35,O,JANTAR,27.9,37.6,16.9,6.8,3.2,397.0,low,440.5,MEDIA
AL,73,M,ALMOCO,32.2,43.1,19.6,8.5,0.0,465.0,medium,494.6,MEDIA
AP,69,F,LANCHE,25.1,72.0,18.8,8.7,35.1,607.0,medium,715.4,ALTA
PB,24,M,JANTAR,24.4,46.1,23.5,6.1,20.9,466.0,medium,589.3,MEDIA
MS,28,F,ALMOCO,21.5,0.0,15.4,4.4,32.5,173.0,low,363.4,BAIXA
AC,53,M,JANTAR,21.9,59.0,15.6,14.8,7.9,496.0,medium,525.2,MEDIA
SE,59,F,JANTAR,28.2,38.3,16.4,10.8,12.0,402.0,medium,483.2,MEDIA
RN,79,M,JANTAR,36.9,71.8,12.3,5.8,14.2,554.0,medium,613.9,MEDIA
PA,65,F,LANCHE,43.6,83.7,27.2,8.0,27.1,726.0,high,878.4,ALTA
TO,31,M,LANCHE,22.4,70.8,11.3,10.1,5.0,438.0,medium,514.7,MEDIA
TO,20,F,ALMOCO,31.9,51.6,11.3,6.5,8.0,399.0,low,480.7,MEDIA
TO,57,F,LANCHE,38.2,66.7,12.9,2.1,5.1,587.0,medium,560.3,MEDIA
DF,52,F,JANTAR,6.6,68.9,8.0,15.6,12.8,376.0,low,456.4,MEDIA
SC,76,M,ALMOCO,16.0,57.3,11.2,6.4,28.4,341.0,low,520.4,MEDIA
PA,54,M,LANCHE,23.2,72.1,7.3,4.0,13.7,506.0,medium,509.7,MEDIA
RN,49,M,ALMOCO,40.3,23.3,27.0,10.7,4.9,543.0,medium,538.4,MEDIA
SC,37,O,CAFE DA MANHA,15.0,69.9,15.0,7.9,32.6,449.0,medium,620.8,MEDIA
BA,23,M,LANCHE,27.6,68.2,21.8,5.9,21.9,548.0,medium,678.8,MEDIA
MG,73,F,LANCHE,50.7,32.5,13.2,7.6,15.8,448.0,medium,530.0,MEDIA
AM,70,M,LANCHE,9.6,52.2,12.0,9.6,7.2,388.0,low,403.2,MEDIA
ES,28,F,JANTAR,7.0,32.7,20.6,10.0,7.1,365.0,low,392.6,BAIXA
MS,62,M,ALMOCO,34.7,30.8,14.0,5.7,7.6,332.0,low,429.8,MEDIA
SC,40,F,JANTAR,34.9,20.3,2.2,6.1,20.1,253.0,low,333.2,BAIXA
SC,45,M,LANCHE,24.2,52.3,27.4,13.0,21.0,554.0,medium,662.6,MEDIA
MT,71,M,JANTAR,22.2,64.1,20.0,8.2,13.1,526.0,medium,594.0,MEDIA
GO,71,M,ALMOCO,15.1,20.1,22.9,12.0,23.6,283.0,low,465.3,MEDIA
PB,30,M,ALMOCO,19.1,41.3,14.3,8.2,0.0,352.0,low,386.7,BAIXA
SP,37,F,JANTAR,13.8,20.1,13.4,5.3,15.9,306.0,low,330.4,BAIXA
TO,69,O,CAFE DA MANHA,16.5,0.0,22.6,10.3,28.7,295.0,low,404.8,MEDIA
DF,75,F,ALMOCO,0.0,26.4,10.7,13.2,0.0,176.0,low,228.3,BAIXA
CE,22,O,LANCHE,19.9,41.3,25.8,5.6,11.4,419.0,medium,533.8,MEDIA
RN,70,F,LANCHE,33.8,50.8,18.6,3.1,30.0,508.0,medium,632.0,MEDIA
GO,48,M,JANTAR,28.0,71.8,17.2,9.1,19.8,512.0,medium,651.4,MEDIA
CE,55,M,LANCHE,24.3,64.9,23.9,8.6,2.6,592.0,medium,599.5,MEDIA
AC,22,M,JANTAR,30.9,38.7,17.8,5.2,26.2,430.0,medium,553.8,MEDIA
MT,60,M,ALMOCO,30.2,50.7,29.8,12.2,3.2,592.0,medium,629.0,MEDIA
MT,60,F,LANCHE,24.6,62.2,27.9,12.3,15.9,611.0,medium,686.5,MEDIA
PR,59,F,JANTAR,25.8,16.2,23.6,3.2,4.8,403.0,medium,406.0,MEDIA
CE,67,F,LANCHE,29.7,42.6,30.4,14.7,15.4,515.0,medium,653.8,MEDIA
RN,77,F,CAFE DA MANHA,29.5,104.0,27.3,8.1,22.9,731.0,high,887.5,ALTA
RJ,71,M,ALMOCO,21.0,43.3,16.2,9.3,19.6,426.0,medium,500.0,MEDIA
MG,64,F,LANCHE,27.1,41.3,11.6,5.9,8.1,378.0,low,422.2,MEDIA
BA,79,M,LANCHE,20.3,70.5,22.1,7.6,16.4,583.0,medium,642.9,MEDIA
PA,60,M,ALMOCO,23.4,58.1,8.7,9.2,17.4,379.0,low,492.3,MEDIA
RJ,60,M,LANCHE,26.4,47.6,25.6,4.5,9.1,546.0,medium,571.8,MEDIA
MT,52,M,JANTAR,31.7,28.4,23.9,4.7,23.5,499.0,medium,558.9,MEDIA
ES,66,F,ALMOCO,16.9,55.0,30.3,6.3,14.6,578.0,medium,631.3,MEDIA
PA,22,M,LANCHE,36.0,39.3,19.8,7.3,21.9,490.0,medium,581.6,MEDIA
MA,49,M,LANCHE,21.8,57.2,4.7,9.5,35.1,401.0,medium,517.7,MEDIA
MT,44,O,CAFE DA MANHA,35.7,22.0,19.8,10.6,29.8,351.0,low,549.4,MEDIA
MA,75,O,ALMOCO,20.0,19.4,18.2,11.4,0.3,325.0,low,345.4,BAIXA
GO,22,F,ALMOCO,28.0,28.9,20.8,4.6,19.4,468.0,medium,501.6,MEDIA
RN,58,F,JANTAR,22.3,66.5,22.0,11.6,24.5,546.0,medium,674.4,MEDIA
MG,29,F,ALMOCO,29.6,25.9,14.5,6.9,6.8,360.0,low,393.5,BAIXA
MG,73,M,CAFE DA MANHA,32.6,66.9,21.2,5.3,24.4,601.0,medium,697.0,MEDIA
PI,71,M,ALMOCO,27.0,50.7,14.0,1.7,10.9,405.0,medium,483.8,MEDIA
MA,32,M,JANTAR,19.2,22.3,24.6,6.0,13.0,392.0,low,451.4,MEDIA
AP,72,M,LANCHE,17.9,26.5,32.6,7.7,3.8,500.0,medium,501.6,MEDIA
SC,49,O,ALMOCO,41.1,43.3,11.1,3.3,15.7,450.0,medium,506.9,MEDIA
AL,79,F,JANTAR,0.7,56.9,28.9,9.6,21.2,467.0,medium,594.5,MEDIA
PR,63,O,CAFE DA MANHA,21.1,61.7,21.0,0.0,3.5,532.0,medium,534.2,MEDIA
ES,20,F,ALMOCO,39.1,35.4,19.6,13.9,12.9,455.0,medium,553.8,MEDIA
CE,30,F,ALMOCO,44.7,33.3,22.9,5.0,7.5,481.0,medium,558.1,MEDIA
AL,43,F,LANCHE,37.8,62.4,17.4,6.1,3.0,562.0,medium,581.6,MEDIA
SP,31,F,JANTAR,30.0,58.5,22.3,10.2,28.9,562.0,medium,690.7,MEDIA
MS,26,F,CAFE DA MANHA,27.8,17.5,24.2,8.2,25.0,407.0,medium,515.4,MEDIA
MA,79,M,LANCHE,15.2,21.8,0.0,4.8,12.9,209.0,low,209.2,BAIXA
RS,72,F,LANCHE,28.4,30.1,22.9,8.3,25.0,426.0,medium,556.7,MEDIA
AL,45,M,JANTAR,16.0,47.6,22.0,4.8,32.8,440.0,medium,593.2,MEDIA
PR,31,F,JANTAR,18.5,37.9,30.4,6.2,9.3,507.0,medium,548.8,MEDIA
PA,29,M,LANCHE,0.0,67.9,25.2,16.8,13.0,540.0,medium,584.0,MEDIA
PB,75,F,CAFE DA MANHA,32.8,40.9,13.1,13.4,16.6,389.0,low,505.9,MEDIA
AM,38,M,ALMOCO,20.9,31.3,28.0,5.8,12.9,466.0,medium,524.0,MEDIA
SE,18,M,JANTAR,18.2,27.8,19.2,7.2,11.3,341.0,low,416.4,MEDIA
DF,43,F,LANCHE,0.0,2.7,20.8,0.0,6.0,168.0,low,222.0,BAIXA
RJ,46,M,ALMOCO,40.9,20.4,9.8,5.7,30.3,300.0,low,466.0,MEDIA
RS,57,O,JANTAR,40.4,29.5,30.1,8.8,16.8,582.0,medium,635.3,MEDIA
MA,39,M,JANTAR,32.5,26.4,35.3,12.1,5.2,548.0,medium,598.3,MEDIA
AM,76,M,LANCHE,22.8,70.8,15.0,6.9,16.5,517.0,medium,589.2,MEDIA
GO,58,M,JANTAR,21.3,39.2,18.0,11.2,5.9,407.0,medium,450.0,MEDIA
RO,80,F,CAFE DA MANHA,37.9,49.2,26.9,8.2,35.5,535.0,medium,748.9,ALTA
SP,41,F,LANCHE,19.7,63.9,21.5,11.7,24.1,531.0,medium,647.7,MEDIA
SE,59,M,JANTAR,23.2,60.5,20.0,14.4,19.8,536.0,medium,622.8,MEDIA
DF,41,M,CAFE DA MANHA,28.6,64.7,30.5,10.7,18.5,662.0,medium,743.1,ALTA
PE,62,F,CAFE DA MANHA,32.8,69.6,7.8,9.8,4.9,474.0,medium,519.0,MEDIA
BA,64,O,LANCHE,20.1,55.1,23.5,11.0,5.9,525.0,medium,557.9,MEDIA
RN,38,M,ALMOCO,34.7,35.9,10.9,5.7,7.1,395.0,low,420.3,MEDIA
MS,77,M,CAFE DA MANHA,10.3,82.0,18.4,16.4,17.5,544.0,medium,637.6,MEDIA
RN,72,M,ALMOCO,47.0,30.2,17.9,10.8,18.8,482.0,medium,566.7,MEDIA
RJ,74,M,ALMOCO,14.4,21.9,18.2,12.4,18.2,314.0,low,406.6,MEDIA
TO,31,F,ALMOCO,32.1,41.8,13.9,6.7,5.5,405.0,medium,456.1,MEDIA
PA,63,O,JANTAR,20.7,44.3,8.6,1.8,24.9,370.0,low,440.6,MEDIA
MA,24,O,LANCHE,19.4,43.4,14.4,9.6,0.0,348.0,low,400.0,MEDIA
PB,24,F,LANCHE,29.1,53.8,25.1,8.1,19.6,560.0,medium,652.1,MEDIA
BA,79,M,CAFE DA MANHA,30.9,66.2,15.0,11.5,16.8,575.0,medium,613.6,MEDIA
AM,27,O,ALMOCO,28.5,50.5,28.2,8.1,15.1,570.0,medium,646.4,MEDIA
PB,72,M,ALMOCO,23.8,35.9,32.3,10.7,25.2,573.0,medium,651.7,MEDIA
RR,45,M,JANTAR,22.0,90.2,9.3,1.8,16.3,538.0,medium,601.3,MEDIA
PB,37,F,JANTAR,32.2,31.0,13.3,4.9,9.9,390.0,low,421.9,MEDIA
RO,22,M,ALMOCO,18.1,71.9,13.8,5.7,20.1,486.0,medium,576.0,MEDIA
BA,60,F,JANTAR,25.0,44.7,9.1,8.6,0.0,354.0,low,377.9,BAIXA
MG,63,O,CAFE DA MANHA,10.8,18.0,20.5,3.4,11.6,290.0,low,352.9,BAIXA
PE,47,F,ALMOCO,37.8,47.4,20.1,8.3,6.8,525.0,medium,565.5,MEDIA
MA,69,F,LANCHE,38.3,69.4,4.8,0.7,11.4,466.0,medium,521.0,MEDIA
AC,38,M,ALMOCO,17.6,58.4,22.3,4.6,29.6,512.0,medium,632.3,MEDIA
AL,52,M,JANTAR,22.3,52.1,22.5,4.9,3.6,517.0,medium,524.3,MEDIA
SE,36,F,CAFE DA MANHA,26.6,41.0,5.6,4.0,14.8,333.0,low,388.0,BAIXA
PE,54,F,LANCHE,36.3,44.0,28.9,16.8,7.4,614.0,medium,644.5,MEDIA
ES,26,O,CAFE DA MANHA,21.8,41.2,17.5,9.0,27.8,387.0,low,538.7,MEDIA
DF,47,M,CAFE DA MANHA,17.3,64.8,24.6,9.4,15.7,557.0,medium,631.4,MEDIA
AL,52,M,ALMOCO,21.5,56.4,33.8,4.1,12.7,554.0,medium,674.8,MEDIA
SE,53,M,JANTAR,16.8,82.6,18.5,8.3,6.8,537.0,medium,607.9,MEDIA
AP,46,F,LANCHE,25.8,94.2,15.6,11.9,2.4,624.0,medium,653.8,MEDIA
RS,58,F,LANCHE,17.0,58.4,20.8,7.1,10.4,496.0,medium,544.6,MEDIA
DF,50,O,CAFE DA MANHA,20.5,62.9,11.8,5.7,14.6,396.0,low,509.6,MEDIA
MA,35,M,CAFE DA MANHA,13.1,79.8,12.1,8.7,8.2,508.0,medium,530.7,MEDIA
ES,31,F,CAFE DA MANHA,25.8,26.2,5.8,2.2,17.2,257.0,low,333.4,BAIXA
RR,58,M,JANTAR,17.4,56.3,19.4,5.9,4.2,446.0,medium,498.0,MEDIA
AC,77,M,CAFE DA MANHA,48.6,43.9,11.6,8.8,14.0,465.0,medium,548.0,MEDIA
MA,65,M,ALMOCO,31.8,28.9,16.6,6.8,0.0,330.0,low,405.8,MEDIA
ES,58,F,LANCHE,19.5,43.8,13.6,5.4,11.9,361.0,low,434.0,MEDIA
ES,76,F,LANCHE,18.3,49.2,12.2,6.6,11.5,354.0,low,439.0,MEDIA
CE,74,M,ALMOCO,39.7,67.0,9.4,4.5,13.5,520.0,medium,574.4,MEDIA
SP,49,F,CAFE DA MANHA,31.0,67.4,25.6,8.1,8.7,629.0,medium,675.0,MEDIA
MT,24,F,ALMOCO,0.0,76.3,20.1,9.6,28.7,503.0,medium,620.1,MEDIA
MS,57,M,LANCHE,35.8,94.0,18.2,4.5,9.5,719.0,high,730.0,ALTA
MT,57,M,CAFE DA MANHA,20.8,63.0,29.4,7.9,27.7,525.0,medium,726.4,ALTA
TO,35,F,LANCHE,24.0,25.8,27.5,14.9,18.3,415.0,medium,549.7,MEDIA
MA,71,F,CAFE DA MANHA,24.0,46.1,13.7,14.9,6.9,424.0,medium,461.1,MEDIA
MA,72,F,JANTAR,23.8,37.3,26.6,5.2,10.9,470.0,medium,537.8,MEDIA
GO,38,M,JANTAR,20.5,52.5,16.8,1.1,3.2,460.0,medium,458.2,MEDIA
GO,48,F,CAFE DA MANHA,23.7,58.7,20.8,5.6,18.4,513.0,medium,601.6,MEDIA
AP,30,O,ALMOCO,19.6,30.4,23.9,6.0,26.8,418.0,medium,534.3,MEDIA
PE,29,M,ALMOCO,36.3,51.7,21.9,8.8,30.6,561.0,medium,689.1,MEDIA
AC,34,M,JANTAR,7.2,67.5,15.2,12.5,8.0,417.0,medium,492.6,MEDIA
DF,41,O,ALMOCO,20.6,33.6,9.7,3.0,23.1,315.0,low,402.5,MEDIA
CE,35,M,LANCHE,27.7,43.1,17.6,1.6,39.6,428.0,medium,603.2,MEDIA
ES,27,F,CAFE DA MANHA,38.7,14.9,16.1,10.3,2.6,414.0,medium,390.3,BAIXA
RS,46,F,CAFE DA MANHA,24.9,75.2,31.9,10.6,31.5,704.0,high,834.7,ALTA
PE,57,M,LANCHE,12.8,38.7,7.4,12.5,22.5,271.0,low,387.6,BAIXA
TO,38,F,LANCHE,47.3,76.8,9.5,4.6,13.3,541.0,medium,644.3,MEDIA
MA,51,F,JANTAR,23.7,52.1,19.4,10.0,15.1,453.0,medium,558.2,MEDIA
SE,35,F,JANTAR,19.3,43.1,17.7,8.9,4.7,404.0,medium,445.5,MEDIA
AL,62,O,LANCHE,17.7,86.2,27.6,8.1,14.0,698.0,medium,736.2,ALTA
PA,58,F,ALMOCO,28.4,69.9,12.9,12.5,9.3,506.0,medium,571.5,MEDIA
RO,78,M,JANTAR,28.4,43.7,14.5,13.5,33.9,409.0,medium,581.5,MEDIA
PB,21,F,JANTAR,14.5,41.1,24.5,2.8,3.2,429.0,medium,461.3,MEDIA
SE,71,O,JANTAR,26.2,93.0,14.4,7.2,14.9,603.0,medium,680.4,MEDIA
GO,39,F,JANTAR,20.8,70.5,42.4,9.1,4.6,764.0,high,783.4,ALTA
AC,22,F,ALMOCO,21.9,16.3,25.4,2.9,30.1,395.0,low,507.6,MEDIA
RS,61,M,LANCHE,33.8,24.2,2.7,12.2,10.9,307.0,low,324.3,BAIXA
AL,28,F,LANCHE,21.2,44.6,20.7,14.3,1.4,473.0,medium,483.7,MEDIA
RS,29,M,CAFE DA MANHA,21.0,56.7,18.8,5.9,21.2,464.0,medium,576.6,MEDIA
RN,79,M,LANCHE,15.0,53.8,20.8,8.8,6.9,428.0,medium,507.6,MEDIA
RR,31,O,ALMOCO,21.1,27.5,23.7,5.8,12.4,353.0,low,468.9,MEDIA
MG,52,O,ALMOCO,25.1,50.4,24.9,5.7,2.7,551.0,medium,548.3,MEDIA
SP,30,O,CAFE DA MANHA,22.6,54.8,7.1,1.3,20.0,352.0,low,456.1,MEDIA
BA,25,F,LANCHE,20.5,58.9,12.3,8.3,14.3,426.0,medium,502.1,MEDIA
MS,18,M,LANCHE,30.1,47.6,11.1,17.0,15.4,414.0,medium,506.3,MEDIA
AM,19,F,ALMOCO,24.7,53.6,16.7,9.2,9.5,417.0,medium,519.9,MEDIA
RS,47,M,CAFE DA MANHA,15.4,66.1,12.7,7.1,14.3,450.0,medium,511.7,MEDIA
RN,45,F,LANCHE,29.9,71.6,17.0,2.0,22.6,580.0,medium,653.4,MEDIA
RO,20,F,CAFE DA MANHA,41.8,89.5,24.5,6.9,15.4,761.0,high,821.1,ALTA
RS,40,M,ALMOCO,40.2,30.4,8.0,9.8,31.7,361.0,low,500.8,MEDIA
GO,35,M,ALMOCO,20.5,55.9,30.2,7.9,2.9,591.0,medium,604.8,MEDIA
AL,53,M,JANTAR,33.9,30.6,35.2,7.5,6.0,590.0,medium,613.8,MEDIA
SE,80,F,ALMOCO,25.3,46.8,18.0,8.9,19.3,484.0,medium,545.4,MEDIA
PA,61,F,LANCHE,24.5,46.2,38.7,12.1,18.1,625.0,medium,727.7,ALTA
AP,75,M,JANTAR,19.4,69.2,21.8,4.0,15.6,630.0,medium,621.0,MEDIA
SE,30,M,ALMOCO,10.9,55.7,25.1,4.5,22.5,483.0,medium,591.3,MEDIA
TO,31,M,JANTAR,12.3,69.0,22.3,12.8,20.3,489.0,medium,632.7,MEDIA
MG,65,M,CAFE DA MANHA,26.9,28.0,28.3,10.2,9.6,441.0,medium,533.1,MEDIA
RS,37,O,ALMOCO,11.1,33.7,20.9,6.9,13.0,331.0,low,433.1,MEDIA
AC,71,F,CAFE DA MANHA,41.6,50.2,23.9,0.0,17.8,534.0,medium,653.5,MEDIA
AP,47,M,LANCHE,33.2,60.7,8.6,11.5,0.0,403.0,medium,476.0,MEDIA
